"Pathways"	"Object ID"	"Reaction-List"
PWY-1501	"PWY-1501"	BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN // BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN // BENZOYLFORMATE-DECARBOXYLASE-RXN // MANDELATE-DEHYDROGENASE-RXN // MANDELATE-RACEMASE-RXN
PWY-7872	"PWY-7872"	RXN-18589 // RXN-18598 // RXN-18597
PWY-6243	"PWY-6243"	RXN-8621
PWY-5080	"PWY-5080"	RXN-11750 // RXN-7711 // RXN-7698 // RXN-7697
PWY-2361	"PWY-2361"	RXN-3641 // 3-OXOADIPATE-COA-TRANSFERASE-RXN
PWY-5156	"PWY-5156"	PWY-5971 // PWY-5989 // PWY-5147 // PWY-4381
GLUTAMINDEG-PWY	"GLUTAMINDEG-PWY"	GLUTAMIN-RXN
PWY-7948	"PWY-7948"	RXN-19192 // RXN-19185 // RXN-19186 // RXN-19187 // RXN-19188 // RXN-19189 // RXN-19190 // RXN-12560 // RXN-12561
PWY-5368	"PWY-5368"	RXN-9670 // RXN-8393 // RXN-8392
PWY-6113	"PWY-6113"	RXN-10062 // RXN-10061 // RXN-10060 // RXN-10059 // PWYG-321 // PWY-5971 // PWY-5989 // PWY-4381
PWY-5162	"PWY-5162"	ACETALD-DEHYDROG-RXN // MHPELY-RXN // 2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY-5375	"PWY-5375"	RXN-8413
PWY-6285	"PWY-6285"	PWY-5973 // PWY-6282 // PWY0-862 // PWY-5971 // PWY-4381
PWY-6872	"PWY-6872"	RXN-12549 // RXN-12585 // RXN-12581 // RXN-12548
PWY0-1465	"PWY0-1465"	1.1.1.83-RXN
PWY-5374	"PWY-5374"	RXN-8412
PWY-7649	"PWY-7649"	RXN-16497 // RXN-16496 // RXN-16495 // RXN-16494 // RXN-16493
PWY-7036	"PWY-7036"	RXN-13309 // RXN-13308 // RXN-13307 // RXN-13306 // RXN-13305 // RXN-13304 // RXN-13303 // RXN-13302 // RXN-13301 // RXN-13300 // RXN-13299 // RXN-13298 // RXN-13297 // RXN-13296 // RXN-13295 // RXN-13294
PWY-5654	"PWY-5654"	3.5.99.5-RXN // 4.1.1.77-RXN // 1.2.1.32-RXN // AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN
PWY-5373	"PWY-5373"	RXN-8411
PWY-5344	"PWY-5344"	HOMOSERINE-O-ACETYLTRANSFERASE-RXN // ACETYLHOMOSER-CYS-RXN
PWY-6825	"PWY-6825"	RXN4FS-2 // 2.1.1.71-RXN // 2.1.1.17-RXN
PWY-7094	"PWY-7094"	RXN-13615 // RXN-13613 // RXN-12490 // RXN-13617 // RXN-13616 // RXN-13614
PWY-6857	"PWY-6857"	RXN-13374 // RXN-12549 // RXN-12579 // 2.3.1.135-RXN // RXN-12548 // RXN-12575 // RXN-10841
PWY-6038	"PWY-6038"	CITRYLY-RXN // CITTRANS-RXN
PWY-6936	"PWY-6936"	SERINE-O-ACETTRAN-RXN // RXN-12730 // RXN-12729 // RXN-12728 // RXN-12726
PWY-7470	"PWY-7470"	2.3.1.23-RXN // RXN-15380
PWY-7388	"PWY-7388"	RXN-9526 // RXN-9521 // 4.2.1.59-RXN // RXN-9524 // RXN-9523 // RXN-9520 // RXN-9518 // RXN-9516 // RXN-9515 // 4.2.1.58-RXN // RXN-9514
PWY-7574	"PWY-7574"	RXN-2902 // 3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN // RXN-6384 // RXN-6383 // RXN-15977
PWY-7871	"PWY-7871"	RXN-18599 // RXN-18588 // RXN-18596
PWY-7648	"PWY-7648"	RXN-16492 // RXN-16491 // RXN-16490 // RXN-16489 // RXN-16488
PWY4FS-3	"PWY4FS-3"	RXN4FS-2 // RXN4FS-1 // 2.1.1.71-RXN // 2.7.7.57-RXN // 2.1.1.103-RXN
PWY-8041	"PWY-8041"	RXN-20351 // RXN-20350 // RXN-20349 // RXN-20348 // RXN-20347 // RXN-20346 // RXN-20345 // RXN-20344 // RXN-20343 // RXN-20342 // RXN-20341 // RXN-20340 // RXN-20339 // RXN-20338 // RXN-20337 // RXN-20336 // RXN-20335 // RXN-20334 // RXN-20333 // RXN-20332
PWY-6875	"PWY-6875"	RXN-12549 // RETINAL-OXIDASE-RXN // RXN-12548
P441-PWY	"P441-PWY"	PWY0-1312 // PWY-5485 // PWY-5480 // PWY-5484 // GLUAMCAT-PWY // PWY0-1324
PWY-8072	"PWY-8072"	ALARACECAT-RXN
PWY0-881	"PWY0-881"	FASYN-ELONG-PWY // FASYN-INITIAL-PWY // PWY0-862
PWY-7416	"PWY-7416"	RXN-1641 // RXN-15066 // RXN-15065
PROPIONMET-PWY	"PROPIONMET-PWY"	PROPIONYL-COA-CARBOXY-RXN // METHYLMALONYL-COA-MUT-RXN // METHYLMALONYL-COA-EPIM-RXN
PWY-7874	"PWY-7874"	RXN-18588 // RXN-18595 // RXN-18592 // RXN-18590
PWY-1186	"PWY-1186"	RXN-18198 // RXN-18183 // RXN-18182 // R15-RXN // RXN-2205 // RXN-2204 // RXN-2202
PWY4FS-2	"PWY4FS-2"	RXN-5781 // 2.7.7.15-RXN // RXN-5642 // RXN-5643 // 2.1.1.103-RXN
PWY66-430	"PWY66-430"	RXN-10727 // RXN-9532 // RXN-9536 // RXN-9518 // RXN-9524 // RXN-9528 // RXN-9514 // RXN-9655 // RXN-9653 // RXN-9652 // RXN-9651 // RXN-9650 // RXN-9648 // 3.1.2.21-RXN // RXN-9538 // RXN-9537 // RXN-9534 // RXN-9533 // RXN-9530 // 4.2.1.59-RXN // RXN-9526 // 4.2.1.58-RXN // RXN-9520 // RXN-9521 // RXN-9515
PWY-5074	"PWY-5074"	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN // HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
PWY-6395	"PWY-6395"	PWY-6935 // PWY-6933 // PWY-6932 // PWY-6936 // PWY-6931
PWY-6826	"PWY-6826"	2.7.8.24-RXN
PWYG-321	"PWYG-321"	RXN1G-2527 // RXN-15342 // RXN-15340 // RXN-15339 // RXN-15338 // RXN1G-363 // RXN-10062 // RXN-10061 // RXN-10060 // RXN-10059 // RXN1G-1637 // RXN1G-1636 // RXN1G-1635 // RXN1G-1634 // RXN1G-1633 // RXN1G-1152 // RXN1G-1151 // RXN1G-1150 // RXN1G-1149 // RXN1G-874 // RXN1G-474 // RXN1G-473 // RXN1G-472 // RXN1G-470 // RXN1G-137 // RXN1G-1439 // RXN1G-1438 // RXN1G-1437 // RXN1G-1436 // RXN1G-1435 // RXN1G-811 // RXN1G-810 // RXN1G-809 // RXN1G-808 // RXN1G-807 // RXN1G-292 // RXN1G-291 // RXN1G-290 // RXN1G-289 // RXN1G-288 // RXN1G-1530 // RXN1G-1529 // RXN1G-1528 // RXN1G-1527 // RXN1G-1486 // RXN1G-296 // RXN1G-295 // RXN1G-297 // RXN1G-98 // RXN1G-181 // RXN1G-4355 // RXN1G-4143 // RXN1G-4142 // RXN1G-4141 // RXN1G-4140 // RXN1G-3993 // RXN1G-3667 // RXN1G-3660 // RXN1G-3641 // RXN1G-3613 // RXN1G-3256 // RXN1G-3232 // RXN1G-2544 // RXN1G-45 // RXN1G-679 // RXN1G-648 // RXN1G-617 // RXN1G-582 // RXN1G-471 // RXN1G-440 // RXN1G-409 // RXN1G-374 // RXN1G-276 // RXN1G-220 // RXN1G-184 // RXN1G-94 // RXN1G-1325 // RXN1G-1278 // RXN1G-1247 // RXN1G-1212 // RXN1G-1117 // RXN1G-1081 // RXN1G-1050 // RXN1G-1015 // RXN1G-915 // RXN1G-884 // RXN1G-853 // RXN1G-818 // RXN1G-686 // RXN1G-645 // RXN1G-613 // RXN1G-557 // RXN1G-468 // RXN1G-425 // RXN1G-384 // RXN1G-334 // RXN1G-248 // RXN1G-214 // RXN1G-182 // RXN1G-79 // RXN1G-1057 // RXN1G-1004 // RXN1G-951 // RXN1G-883 // RXN1G-820 // RXN1G-760 // RXN1G-717 // RXN1G-660 // RXN1G-607 // RXN1G-554 // RXN1G-481 // RXN1G-424 // RXN1G-337 // RXN1G-294 // RXN1G-203 // RXN1G-32 // RXN1G-196 // RXN1G-127 // RXN1G-637 // RXN1G-580 // RXN1G-509 // RXN1G-309 // RXN1G-252 // RXN1G-172 // RXN1G-339 // RXN1G-308 // RXN1G-262 // RXN1G-89 // RXN1G-193 // RXN1G-464 // RXN1G-408 // RXN1G-202 // RXN1G-53 // RXN1G-355 // RXN1G-287 // RXN1G-132 // RXN1G-1130 // RXN1G-1084 // RXN1G-1053 // RXN1G-1003 // RXN1G-962 // RXN1G-912 // RXN1G-881 // RXN1G-840 // RXN1G-674 // RXN1G-396 // RXN1G-377 // RXN1G-358 // RXN1G-324 // RXN1G-299 // RXN1G-279 // RXN1G-260 // RXN1G-236 // RXN1G-210 // RXN1G-188 // RXN1G-163 // RXN1G-138 // RXN1G-285 // RXN1G-266 // RXN1G-240 // RXN1G-218 // RXN1G-37 // RXN1G-420 // RXN1G-364 // RXN1G-306 // RXN1G-171 // RXN1G-27 // RXN1G-72 // RXN1G-26 // RXN1G-30 // RXN1G-536 // RXN1G-526 // RXN1G-517 // RXN1G-508 // RXN1G-499 // RXN1G-488 // RXN1G-469 // RXN1G-445 // RXN1G-395 // RXN1G-320 // RXN1G-349 // RXN1G-368
PWY0-42	"PWY0-42"	4.2.1.99-RXN // METHYLISOCITRATE-LYASE-RXN // 2-METHYLCITRATE-DEHYDRATASE-RXN // 2-METHYLCITRATE-SYNTHASE-RXN // PROPIONATE--COA-LIGASE-RXN
PWY0-1313	"PWY0-1313"	ACETATE--COA-LIGASE-RXN
PWY-7275	"PWY-7275"	RXN-14465 // RXN-14464 // RXN-14467 // 2.6.1.58-RXN // RXN-14462 // RXN-14463
PWY3O-450	"PWY3O-450"	RXN-5781 // 2.7.7.15-RXN // CHOLINE-KINASE-RXN
PWY-5652	"PWY-5652"	3.5.99.5-RXN // 2-KETO-ADIPATE-DEHYDROG-RXN // 2-AMINOMUCONATE-REDUCTASE-RXN // 1.2.1.32-RXN // AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN
PWY-7701	"PWY-7701"	4.1.3.17-RXN // RXN-16958
PWY4FS-4	"PWY4FS-4"	RXN-5642 // 2.1.1.103-RXN // RXN4FS-2 // RXN4FS-4 // RXN4FS-3
PWY-5747	"PWY-5747"	RXN-8977 // RXN-8979 // 4.2.1.99-RXN // METHYLISOCITRATE-LYASE-RXN // 2-METHYLCITRATE-SYNTHASE-RXN // PROPIONATE--COA-LIGASE-RXN
PYRUVDEHYD-PWY	"PYRUVDEHYD-PWY"	RXN0-1134 // RXN0-1132 // RXN0-1133
HOMOSERSYN-PWY	"HOMOSERSYN-PWY"	HOMOSERDEHYDROG-RXN // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // ASPARTATEKIN-RXN
GLUTAMATE-SYN2-PWY	"GLUTAMATE-SYN2-PWY"	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
PWY-6021	"PWY-6021"	RXN-9710 // RXN-9508
PWY-6297	"PWY-6297"	RXN-10690 // RXN-10450
PWY-6196	"PWY-6196"	PWY0-1535 // 5.1.1.18-RXN
PWY-7310	"PWY-7310"	RXN-14729 // RXN-14730 // KDPGALDOL-RXN
PWY-7883	"PWY-7883"	RXN-18661 // RXN-18660 // RXN-18659 // RXN0-2361 // RXN0-5227 // RXN0-5225 // RXN0-5226 // RXN0-4621
PWY-5155	"PWY-5155"	ASPDECARBOX-RXN
PWY-4341	"PWY-4341"	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
GLUCONSUPER-PWY	"GLUCONSUPER-PWY"	GLUCONOKIN-RXN
PWY-7859	"PWY-7859"	RXN-10451 // RXN-18482 // RXN-18481 // RXN-18480 // RXN-18479 // RXN-12421
PWY-3982	"PWY-3982"	BETA-UREIDOPROPIONASE-RXN // DIHYDROPYRIMIDINASE-RXN // 1.3.1.2-RXN
PWY0-1261	"PWY0-1261"	UDPNACETYLMURAMATEDEHYDROG-RXN // UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN // RXN0-2361 // RXN0-5227 // NAG1P-URIDYLTRANS-RXN // 2.3.1.157-RXN // 5.4.2.10-RXN // NAG6PDEACET-RXN // RXN0-5225 // RXN0-5226 // RXN0-4621 // RXN0-4641
PWY-7873	"PWY-7873"	RXN-18594 // RXN-18593 // RXN-18591 // RXN-18589
PWY-3981	"PWY-3981"	RXN-6382 // RXN-6381
GLUGLNSYN-PWY	"GLUGLNSYN-PWY"	GLUTAMATE-SYNTHASE-NADH-RXN
PPGPPMET-PWY	"PPGPPMET-PWY"	GDPKIN-RXN // RXN0-6427 // GDPPYPHOSKIN-RXN // GTPPYPHOSKIN-RXN // PPGPPSYN-RXN // PPPGPPHYDRO-RXN
PWY-5760	"PWY-5760"	RXN-9015 // RXN-6382
PWY-6405	"PWY-6405"	RXN-15511 // BISPHOSPHOGLYCERATE-MUTASE-RXN // RXN-11102
PWY66-423	"PWY66-423"	6-PHOSPHOFRUCTO-2-KINASE-RXN // 3.1.3.46-RXN
PWY-3941	"PWY-3941"	2.6.1.18-RXN // PROPCOASYN-RXN // 3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN // RXN-6384 // RXN-6383 // PROPIONATE--COA-LIGASE-RXN
GLUTSYNIII-PWY	"GLUTSYNIII-PWY"	GLUTDEHYD-RXN
PWY66-420	"PWY66-420"	CARNOSINE-SYNTHASE-RXN
PWY-6100	"PWY-6100"	1.14.11.1-RXN // 1.2.1.47-RXN // RXN-9896 // TRIMETHYLLYSINE-DIOXYGENASE-RXN
PWY-5517	"PWY-5517"	RXN-14809 // RXN-8775 // RXN-8774 // 4.2.1.43-RXN // L-ARABINONATE-DEHYDRATASE-RXN // L-ARABINONOLACTONASE-RXN
PWY-7618	"PWY-7618"	RXN-19426 // RXN-19425 // PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN
PWY-7535	"PWY-7535"	RXN-15718 // RXN-15694 // RXN-15674 // RXN-15672 // RXN-15671 // RXN-15690 // 2.3.1.161-RXN
P164-PWY	"P164-PWY"	METHENYLTHFCYCLOHYDRO-RXN // FORMYLTHFDEFORMYL-RXN // RXN-7682 // ACETATEKIN-RXN // RXN-7566 // RXN-8755 // RXN-8752 // RXN0-901 // 1.2.1.2-RXN // 4.3.1.4-RXN // GLYCINE-FORMIMINOTRANSFERASE-RXN // R63-RXN // R13-RXN // R62-RXN // R128-RXN // R127-RXN // GUANINE-DEAMINASE-RXN
PWY66-421	"PWY66-421"	RXN-11222
PWY-7681	"PWY-7681"	RXN-16792
PWY-5362	"PWY-5362"	RXN-8388
GLUTSYN-PWY	"GLUTSYN-PWY"	GLUTAMATESYN-RXN
PWY-5497	"PWY-5497"	GLYOHMETRANS-RXN // METHYLENETHFDEHYDROG-NADP-RXN // METHENYLTHFCYCLOHYDRO-RXN // FORMYLTHFDEFORMYL-RXN // RXN-15127 // RXN-15124 // RXN-15125 // RXN-8753 // RXN-8754 // RXN-8751 // RXN-8752 // ACETATEKIN-RXN // PHOSACETYLTRANS-RXN // PYRUFLAVREDUCT-RXN // RXN0-901 // 1.2.1.2-RXN // 4.3.1.4-RXN // GLYCINE-FORMIMINOTRANSFERASE-RXN // R63-RXN // R13-RXN // R62-RXN // R128-RXN // R127-RXN // GUANINE-DEAMINASE-RXN
PWY-5643	"PWY-5643"	RXN-8827 // RXN-8826 // RXN-8825
PWY-5515	"PWY-5515"	L-XYLULOSE-REDUCTASE-RXN // L-ARABINITOL-4-DEHYDROGENASE-RXN // RXN-8772
PWY-6284	"PWY-6284"	PWY-5973 // PWY-6282 // PWY0-862
PWY-5642	"PWY-5642"	RXN-17165 // 1.2.1.27-RXN // RXN-8824 // RXN-8823 // RXN-8822 // RXN-8821 // RXN-8820
PWY-7383	"PWY-7383"	RXN-12481 // 4.1.1.32-RXN // MALATE-DEH-RXN // ASPAMINOTRANS-RXN // ALARACECAT-RXN // ALANINE-AMINOTRANSFERASE-RXN // PEPDEPHOS-RXN
PWY-7650	"PWY-7650"	RXN-16503 // RXN-16508 // RXN-16507 // RXN-16506 // RXN-16505 // RXN-16504 // RXN-16502 // RXN-16501 // RXN-16500 // RXN-16499 // RXN-16498
GLUTAMATE-DEG1-PWY	"GLUTAMATE-DEG1-PWY"	GLUTAMATE-DEHYDROGENASE-RXN
PWY-7691	"PWY-7691"	RXN-16880 // RXN-16881
PWY-7389	"PWY-7389"	PWY-7384 // PWY-7383
PWY-6046	"PWY-6046"	DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN
ARABCAT-PWY	"ARABCAT-PWY"	RXN0-5116 // RIBULPEPIM-RXN // ARABISOM-RXN
PWY-6056	"PWY-6056"	RXN-9761 // RXN-9760
PWY-6580	"PWY-6580"	PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN // RXN-11639 // MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
PWY-5361	"PWY-5361"	RXN-8372
PWY-7401	"PWY-7401"	RXN-15013 // RXN-15012 // ACETYL-COA-ACETYLTRANSFER-RXN // RXN-11662 // RXN-11667 // GLUTACONYL-COA-DECARBOXYLASE-RXN // GLUTARYL-COA-DEHYDROG-RXN // RXN-15010 // RXN-8032 // 1.1.1.259-RXN // HADTHAUERA-RXN // 4.2.1.100-RXN // R265-RXN // R282-RXN // RXN-15008 // PWY-5535
PWY-722	"PWY-722"	RXN-11318 // NICOTINATE-DEHYDROGENASE-RXN // RXN-7573 // MALEATE-ISOMERASE-RXN // RXN-646 // 1.13.11.9-RXN
PWY-6052	"PWY-6052"	RXN-9736
PWY-7755	"PWY-7755"	RXN-17409 // RXN-17397 // RXN-17396 // 1.1.1.52-RXN
PWY-4321	"PWY-4321"	RXN-11002 // RXN-6902 // SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // GABATRANSAM-RXN // GLUTDECARBOX-RXN
PWY-7624	"PWY-7624"	RXN-16254 // RXN-16251 // RXN-16252 // RXN-16253
PWY-6049	"PWY-6049"	PWY-6052 // PWY-6048 // DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN
PWY-7625	"PWY-7625"	2.7.8.11-RXN
PWY-5973	"PWY-5973"	RXN-9558 // RXN-9557 // RXN-9556 // 2.3.1.179-RXN // RXN-9555
PWY-7402	"PWY-7402"	PWY-283 // CENTBENZCOA-PWY // RXN-15010 // R265-RXN // R282-RXN // PWY-5535 // PWY-5177
PWY-7295	"PWY-7295"	RXN-14809 // MALSYN-RXN // GLYCOLATE-REDUCTASE-RXN // RXN-14642 // 4.1.2.18-RXN // L-ARABINONATE-DEHYDRATASE-RXN // L-ARABINONOLACTONASE-RXN // RXN-8774
PWY-5494	"PWY-5494"	RXN-8568 // PROPIONATE-COA-TRANSFERASE-RXN // LACTOYL-COA-DEHYDRATASE-RXN // LACCOA-RXN
PWY-7663	"PWY-7663"	RXN-16632 // RXN-16631 // RXN-16630 // RXN-16629
PWY-5055	"PWY-5055"	DIMETHYLMALEATE-HYDRATASE-RXN // 1.1.1.291-RXN // 3.5.2.18-RXN // 23-DIMETHYLMALATE-LYASE-RXN // METHYLITACONATE-DELTA-ISOMERASE-RXN // 2-METHYLENEGLUTARATE-MUTASE-RXN // RXN-7640 // 6-HYDROXYNICOTINATE-REDUCTASE-RXN // RXN-7637
PWY-7347	"PWY-7347"	PGLUCISOM-RXN // SUCROSE-PHOSPHATASE-RXN // SUCROSE-PHOSPHATE-SYNTHASE-RXN
PWY-7756	"PWY-7756"	RXN-17395 // RXN-12689 // RXN-17387 // RXN-17386
PWY-5766	"PWY-5766"	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
PWY-6975	"PWY-6975"	PWY-7108 // PWY-7106
P108-PWY	"P108-PWY"	MALATE-DEH-RXN // 2.1.3.1-RXN // METHYLMALONYL-COA-MUT-RXN // METHYLMALONYL-COA-EPIM-RXN // RXN0-268 // R601-RXN // FUMHYDR-RXN
PWY-5367	"PWY-5367"	RXN-9554 // RXN-9553 // RXN-9552 // RXN-9551 // RXN-8391 // RXN-8390
PWY-8098	"PWY-8098"	RXN-20987 // RXN-20986
PWY-3042	"PWY-3042"	RXN-5112 // RXN-5111
PWY-7238	"PWY-7238"	GLUCOKIN-RXN // PHOSPHOGLUCMUT-RXN // PGLUCISOM-RXN // GLUC1PURIDYLTRANS-RXN // RXN-14353 // RXN-14354 // SUCROSE-PHOSPHATASE-RXN // SUCROSE-PHOSPHATE-SYNTHASE-RXN
PWY-6527	"PWY-6527"	GLUC1PURIDYLTRANS-RXN // GALACTOKIN-RXN // GALACTURIDYLYLTRANS-RXN // RXN-11502 // RXN-11501 // UDPGLUCEPIM-RXN // UTPHEXPURIDYLYLTRANS-RXN
PWY0-862	"PWY0-862"	RXN-9655 // 5.3.3.14-RXN // RXN0-2141 // RXN0-2142 // RXN0-2144 // RXN0-2145
PWY-7054	"PWY-7054"	RXN-13456 // RXN-13455
PWY-8077	"PWY-8077"	RXN-20906 // RXN-20798 // RXN-14181
PWY-5033	"PWY-5033"	RXN-11353 // RXN-646 // MALEATE-ISOMERASE-RXN // RXN-7586 // RXN-7585
PWY-6664	"PWY-6664"	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN // RXN-11880 // RXN-11879 // RXN-11877
PWY4FS-13	"PWY4FS-13"	RXN-1882 // RXN4FS-13 // RXN4FS-14
PWY-7560	"PWY-7560"	IPPISOM-RXN // 2.7.7.60-RXN // 2.7.1.148-RXN // ISPH2-RXN // RXN0-884 // RXN0-882 // RXN0-302 // DXPREDISOM-RXN // DXS-RXN
GLUTDEG-PWY	"GLUTDEG-PWY"	ASPARTASE-RXN // ASPAMINOTRANS-RXN
PWY-7108	"PWY-7108"	RXN-12926 // RXN-12925 // RXN-12924 // RXN-12923
PWY-7858	"PWY-7858"	RXN-18461 // 5.3.3.14-RXN // RXN0-2141 // RXN0-2142 // RXN0-2144 // RXN0-2145
PWY-6053	"PWY-6053"	R15-RXN // RXN-9753 // RXN-9754 // RXN-9755
PWY-7342	"PWY-7342"	PWY-5316 // PWY-5315 // RXN-8444 // L-ASPARTATE-OXID-RXN // QUINOLINATE-SYNTHA-RXN // QUINOPRIBOTRANS-RXN // RXN-13060 // RXN-13059 // RXN-13058 // RXN-13057 // RXN-8248
FERMENTATION-PWY	"FERMENTATION-PWY"	MALATE-DEH-RXN // ISOCITDEH-RXN // ACONITATEHYDR-RXN // ACONITATEDEHYDR-RXN // CITSYN-RXN // R601-RXN // FHLMULTI-RXN // PEPCARBOX-RXN // FUMHYDR-RXN // DLACTDEHYDROGNAD-RXN // PEPDEPHOS-RXN // ALCOHOL-DEHYDROG-RXN // ACETALD-DEHYDROG-RXN // PYRUVFORMLY-RXN // ACETATEKIN-RXN // PHOSACETYLTRANS-RXN
PWY-6643	"PWY-6643"	RXN-11108 // RXN-11737 // R234-RXN // R233-RXN // R232-RXN // R231-RXN
PWY-6055	"PWY-6055"	RXN-9758 // RXN-9757 // RXN-9756 // METHIONINE-S-METHYLTRANSFERASE-RXN
PWY-2083	"PWY-2083"	RXN-7750 // RXN-7650 // RXN-7686 // RXN-5502 // RXN-5501 // RXN-3761 // RXN-3645 // RXN-3642 // RXN-3303 // RXN-1541
PWY-5794	"PWY-5794"	RXN-9730 // RXN-9729 // RXN-9728
PWY-7077	"PWY-7077"	TAGAALDOL-RXN // TAGAKIN-RXN // RXN-13548 // 3.5.1.80-RXN // RXN-13547
PWY-6054	"PWY-6054"	RXN-9759 // RXN-9758 // METHIONINE-S-METHYLTRANSFERASE-RXN
PWY-5752	"PWY-5752"	PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN
PWY-5109	"PWY-5109"	RXN-15031 // 2-METHYLACYL-COA-DEHYDROGENASE-RXN // PROPIONATE-COA-TRANSFERASE-RXN // TIGLYLCOA-HYDROXY-RXN // 1.1.1.178-RXN // METHYLACETOACETYLCOATHIOL-RXN
P261-PWY	"P261-PWY"	4.4.1.19-RXN // R234-RXN // R233-RXN // R232-RXN // R231-RXN // R230-RXN // R229-RXN
DHGLUCONATE-PYR-CAT-PWY	"DHGLUCONATE-PYR-CAT-PWY"	RXN0-6373 // GLUCONOLACT-RXN // GLUCONATE-2-DEHYDROGENASE-RXN // 1.1.1.43-RXN // DEHYDOGLUCONOKINASE-RXN
CAMALEXIN-SYN	"CAMALEXIN-SYN"	RXN-19837 // RXN-19839 // RXN-19841 // RXN-19840 // RXN-12063 // RXN-12062 // RXN-12061 // RXN-11666 // RXN-11665 // RXN-11664 // RXN-11663 // RXN-8275
NONMEVIPP-PWY	"NONMEVIPP-PWY"	RXN-15878 // IPPISOM-RXN // 2.7.7.60-RXN // 2.7.1.148-RXN // ISPH2-RXN // RXN0-884 // RXN0-302 // DXPREDISOM-RXN // DXS-RXN
PWY-5087	"PWY-5087"	METHYLASPARTATE-MUTASE-RXN // METHYLASPARTATE-AMMONIA-LYASE-RXN // S-2-METHYLMALATE-DEHYDRATASE-RXN // CITRAMALATE-LYASE-RXN
PWY-7412	"PWY-7412"	RXN-15057 // RXN-15050 // RXN-15049 // RXN-12800 // RXN-12801 // RXN-15052 // RXN-15053 // RXN-15054 // RXN-15055
PWY-8080	"PWY-8080"	RXN-20852 // RXN-20851 // RXN-20850
PWY-7384	"PWY-7384"	PWY-5537 // SUCCCOASYN-RXN // RXN-8807 // PYRUVDEH-RXN // 1.1.1.39-RXN // PROPIONYL-COA-CARBOXY-RXN // METHYLMALONYL-COA-EPIM-RXN // METHYLMALONYL-COA-MUT-RXN // RXN0-268 // RXN-14963 // FUMHYDR-RXN
PWY-5478	"PWY-5478"	PWY-5477 // PWY-5476 // PWY-5475
PWY-2467	"PWY-2467"	RXN-18746 // RXN-18745 // RXN-16377 // RXN-16376 // RXN-2054 // RXN-4561 // RXN-4002
PWY-6060	"PWY-6060"	RXN-9776 // RXN-9777 // RXN-9775 // RXN-9729
PWY-4021	"PWY-4021"	RXN-6461 // RXN-6462 // RXN-6464
PWY-7395	"PWY-7395"	TAGAALDOL-RXN // TAGAKIN-RXN // RXN-13548 // 3.5.1.80-RXN
PWY-5475	"PWY-5475"	RXN-8718 // 2.3.1.143-RXN // RXN-8717 // RXN-8716 // 2.3.1.90-RXN // GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN
PWY-7632	"PWY-7632"	RXN-16372 // RXN-16368 // RXN-16367 // RXN-16366
PWY-804	"PWY-804"	RXN-1744
PWY-5316	"PWY-5316"	RXN-8444 // L-ASPARTATE-OXID-RXN // QUINOLINATE-SYNTHA-RXN // QUINOPRIBOTRANS-RXN // RXN-13060 // RXN-13059 // RXN-13058 // RXN-13057 // RXN-8248
PWY-5476	"PWY-5476"	RXN-8720 // RXN-8719
ORN-AMINOPENTANOATE-CAT-PWY	"ORN-AMINOPENTANOATE-CAT-PWY"	ORNITHINE-CYCLODEAMINASE-RXN
LYXMET-PWY	"LYXMET-PWY"	RIBULPEPIM-RXN // LXULRU5P-RXN // LYXK-RXN // LYXISOM-RXN
PWY-6047	"PWY-6047"	METHANETHIOL-OXIDASE-RXN // RXN-9740
PWY-7422	"PWY-7422"	RXN-15109 // RXN-15108 // RXN-15100 // RXN-15101 // RXN-12807 // RXN-15103
PWY-6059	"PWY-6059"	RXN-20073 // RXN-18086 // RXN-14709 // RXN-14710 // RXN-9767
PWY-2761	"PWY-2761"	RXN-13699 // RXN-4505 // RXN-4504 // RXN-4502 // RXN-4501
